Suborder;Superfamily;Family;Constrained within family;Subfamily;Constrained witin subfamily;Genus;Species;Consrained within genus
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Ailurinae;Yes except unplaced species in superfamily;Ailurus;fulgens;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Alopecocyon;getti;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Alopecocyon;goeriachensis;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Alopecocyon;leardi;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Alopecocyon;parverratis;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Basal to subfamilies;NA;Amphictis;aginensis;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Basal to subfamilies;NA;Amphictis;antiqua;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Basal to subfamilies;NA;Amphictis;borbonica;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Basal to subfamilies;NA;Amphictis;cuspida;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Basal to subfamilies;NA;Amphictis;lemanensis;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Basal to subfamilies;NA;Amphictis;prolongata;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Basal to subfamilies;NA;Amphictis;schlosseri;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Basal to subfamilies;NA;Amphictis;wintershofensis;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Ailurinae;Yes except unplaced species in superfamily;Magerictis;imperialensis;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Ailurinae;Yes except unplaced species in superfamily;Parailurus;anglicus;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Ailurinae;Yes except unplaced species in superfamily;Parailurus;baikalicus;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Ailurinae;Yes except unplaced species in superfamily;Parailurus;hungaricus;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Ailurinae;Yes except unplaced species in superfamily;Parailurus;NorthAmerica;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Ailurinae;Yes except unplaced species in superfamily;Pristinailurus;bristoli;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Protursus;simpsoni;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Simocyon;batalleri;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Simocyon;diaphorus;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Simocyon;hungaricus;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Simocyon;marshi;Yes
Caniformia;Musteloidea;Ailuridae;Yes except unplaced species in superfamily;Simocyoninae;Yes except unplaced species in superfamily;Simocyon;primigenius;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Allocyon;loganensis;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicticeps;dorog;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicticeps;makhchinus;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicticeps;shackelfordi;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;brachyrostris;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;cephalogalinus              ;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;chardini ;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;crassirostris              ;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;gracilis;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;leptorhynchus;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;teilhardi;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;typicus;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Amphicynodon;velaunus;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Drassonax;harpagops;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Nothocyon;geismarianus;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Pachycynodon;tedfordi;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Parictis;dakotensis;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Parictis;gilpini;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Parictis;major;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Parictis;montanus;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Parictis;parvus;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Parictis;personi;Yes
Caniformia;None;Amphicynodontinae;Paraphyletic to ursidae;None;NA;Parictis;primaevus;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Adilophontes;brachykolos;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Afrocyon;buroletti;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Afrocyon;ginsburgi;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Afrocyon;macrodon;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Agnotherium;antiquum;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Agnotherium;grivense;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Aktaucyon;brachifacialis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;confucianus;No
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;cooperi;No
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;frendens;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;galushai;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;giganteus;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;ingens;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;lathanicus;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;major;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;olisiponensis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;palaeindicus;No
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;tairumensis;No
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyon;ulungurensis;No
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Amphicyonopsis;serus;Yes
Caniformia;None;Amphicyonidae;Yes;Likely basal to subfamilies;NA;Angelarctocyon;australis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Askazansoria;mavrini;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Bonisicyon;illacabo;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Borocyon;neomexicanus;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Borocyon;niobrarensis;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Borocyon;robustum;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Brachyrhynchocyon;dodgei;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Brachyrhynchocyon;intermedius;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Brachyrhynchocyon;montanus;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Crassidia;intermedia;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;caroniavorus;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;crassidens;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;helbingi;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;idoneus;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;lemanensis;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;malasi;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;rugosidens;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;schlosseri;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Cynelos;sinapius;No Pliocyon nested within American species of Cynelos
Caniformia;None;Amphicyonidae;Yes;Constrained as basal to all other members of family;NA;Cynodictis;lacustris;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenictis;tedfordi;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenodon;falkenbachi;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenodon;notionastes;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenodon;skinneri;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenodon;superbus;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenus;hartshornianus;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenus;lambei;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenus;socialis;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenus;transversus;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Daphoenus;vetus;Yes
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Delotrochanter;major;Yes
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Delotrochanter;oryktes;Yes
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Delotrochanter;petersoni;Yes
Caniformia;None;Amphicyonidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Gobicyon;macrognathus;Yes
Caniformia;None;Amphicyonidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Gobicyon;zhegalloi;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Goupilictis;minor;Yes
Caniformia;None;Amphicyonidae;Yes;Unplaced;"Yes (except speces listed as ""Unplaced"")";Guangxicyon;sinoamericanus;Yes
Caniformia;None;Amphicyonidae;Yes;Likely basal to subfamilies;NA;Gustafsonia;cognita;Yes
Caniformia;None;Amphicyonidae;Yes;Haplocyoninae ;No, considered potentially paraphyletic to Temnocyoninae;Haplocyon;crucians;Yes
Caniformia;None;Amphicyonidae;Yes;Haplocyoninae ;No, considered potentially paraphyletic to Temnocyoninae;Haplocyon;elegans;Yes
Caniformia;None;Amphicyonidae;Yes;Haplocyoninae ;No, considered potentially paraphyletic to Temnocyoninae;Haplocyonoides;mordax;Yes
Caniformia;None;Amphicyonidae;Yes;Haplocyoninae ;No, considered potentially paraphyletic to Temnocyoninae;Haplocyonoides;ponticus;Yes
Caniformia;None;Amphicyonidae;Yes;Haplocyoninae ;No, considered potentially paraphyletic to Temnocyoninae;Haplocyonoides;serbiae;Yes
Caniformia;None;Amphicyonidae;Yes;Haplocyoninae ;No, considered potentially paraphyletic to Temnocyoninae;Haplocyonoides;suevicus;Yes
Caniformia;None;Amphicyonidae;Yes;Haplocyoninae ;No, considered potentially paraphyletic to Temnocyoninae;Haplocyonopsis;crassidens;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Harpagophagus;sanguinensis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Hecubides;euryodon;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Hecubides;minor;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Ictiocyon;socialis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Ischyrocyon;gidleyi;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Janvierocyon;pontignensis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Maemohcyon;potisati;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Magericyon;anceps;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Magericyon;castellanus;Yes
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Mammacyon;ferocior;Yes
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Mammacyon;obtusidens;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Myacyon;dojambir;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Myacyon;kiptalami;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Paradaphoenus;cuspigerus;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Paradaphoenus;minimus;Yes
Caniformia;None;Amphicyonidae;Yes;Daphoeninae;"Yes (except speces listed as ""Unplaced"")";Paradaphoenus;tooheyi;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pliocyon;medius;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pliocyon;robustus;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pseudarctos;bavaricus;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pseudocyon;caucasicus;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pseudocyon;NorthAmerica;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pseudocyon;sansaniensis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pseudocyon;steinheimensis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pseudocyon;styriacus;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Pseudocyonopsis;antiquus;Yes
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Rudiocyon;amplidens;Yes
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Temnocyon;altigenis;No
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Temnocyon;ferox;No
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Temnocyon;fingeruti;No
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Temnocyon;macrogenys;No
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Temnocyon;percussor;No
Caniformia;None;Amphicyonidae;Yes;Temnocyoninae;"Yes (except speces listed as ""Unplaced"")";Temnocyon;subferox;No
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Thaumastocyon;bourgeoisi;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Thaumastocyon;dirus;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Vishnucyon;chinjiensis;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Ysengrinia;americana;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Ysengrinia;depereti;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Ysengrinia;gerandiana;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Ysengrinia;tolosana;Yes
Caniformia;None;Amphicyonidae;Yes;Amphicyoninae;"Yes (except speces listed as ""Unplaced"")";Ysengrinia;valentiana;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Afrosmilus;africanus;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Afrosmilus;hispanicus;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Afrosmilus;turkanae;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Albanosmilus;jourdani;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Albanosmilus;whitfordi;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Barbourofelis;fricki;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Barbourofelis;loveorum;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Barbourofelis;morrisi;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Barbourofelis;piveteaui;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Ginsburgsmilus;napakensis;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Prosansanosmilus;eggeri;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Prosansanosmilus;peregrinus;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Sansanosmilus;palmidens;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Syrtosmilus;syrtensis;Yes
Feliformia;None;Barbourofelidae;Yes;None;NA;Vampyrictis;vipera;Yes
Caniformia ;Pinnepedia;Basal to all families except perhaps Enaliarctidae;NA;None;NA;Kolponomos;clallamensis;Yes
Caniformia ;Pinnepedia;Basal to all families except perhaps Enaliarctidae;NA;None;NA;Kolponomos;newportensis;Yes
Caniformia ;Pinnepedia;Basal to all families except perhaps Enaliarctidae;NA;None;NA;Potamotherium;miocenicum;Yes
Caniformia ;Pinnepedia;Basal to all families except perhaps Enaliarctidae;NA;None;NA;Potamotherium;NorthAmerica;Yes
Caniformia ;Pinnepedia;Basal to all families except perhaps Enaliarctidae;NA;None;NA;Potamotherium;valletoni;Yes
Caniformia ;Pinnepedia;Basal to all families except perhaps Enaliarctidae;NA;None;NA;Puijila;darwini;Yes
Caniformia ;Pinnepedia;Basal to all families except perhaps Enaliarctidae;NA;None;NA;Semantor;macrurus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Aelurodon;asthenostylus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Aelurodon;ferox;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Aelurodon;mcgrewi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Aelurodon;montanensis;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Aelurodon;stirtoni;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Aelurodon;taxoides;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Archaeocyon;falkenbachi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Archaeocyon;leptodus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Archaeocyon;pavidus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Atelocynus;microtis;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Borophagus;diversidens;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Borophagus;dudleyi;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Borophagus;hilli;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Borophagus;littoralis;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Borophagus;orc;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Borophagus;parvus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Borophagus;pugnator;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Borophagus;secundus;Yes
Caniformia;None;Canidae;Yes;Hesperocyoninae;Yes;Caedocyon;tedfordi;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;adustus;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;armbrusteri;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;arnensis;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;aureus;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;brevirostris;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;cautleyi;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;cedazoensis;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;dirus;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;edwardii;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;etruscus;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;ferox;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;latrans;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;lepophagus;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;longdanensis;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;lupus;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;mesomelas;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;pinjorensis;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;rufus;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;simensis;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;teilhardi;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Caninae;Yes;Canis;thooides;Jackals (Canis mesomelas, Canis adusta and Canis brevirostris) placed outside rest of genus
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Carpocyon;compressus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Carpocyon;limosus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Carpocyon;robustus;Yes
Caniformia;None;Canidae;Yes;Borophaginae;Yes;Carpocyon;webbi;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Cerdocyon;avius;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Cerdocyon;texanus;Yes
Caniformia;None;Canidae;Yes;Caninae;Yes;Cerdocyon;thous;Yes
