Suborder;Superfamily;Family;Constrained within family;Subfamily;Constrained witin subfamily;Genus;Species;Consrained within genus
Caniformia;Musteloidea;Mustelidae;Yes except unplaced species in superfamily;Oligobuninae;Yes except unplaced species in superfamily;Zodiolestes;daimonelixensis;Yes
Caniformia;Musteloidea;Mustelidae;Yes except unplaced species in superfamily;Oligobuninae;Yes except unplaced species in superfamily;Zodiolestes;freundi;Yes
Feliformia;None;Nandiniidae;NA;NA;NA;Nandinia;binotata;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Dinaelurus;crassus;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Dinailurictis ;bonali;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Dinictis;felina;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Eofelis ;edwardsii;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Eofelis ;giganteus;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Hoplophoneus;bidentatus;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Hoplophoneus;cerebralis;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Hoplophoneus;mentalis;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Hoplophoneus;occidentalis;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Hoplophoneus;primaevus;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Hoplophoneus;sicarius;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Hoplophoneus;villebramarensis;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Maofelis;cantonensis;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Nanosmilus;kurteni;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Nimravus;brachyops;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Nimravus;intermedius;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Pogonodon;davisi;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Pogonodon;platycopis;Yes
Feliformia;None;Nimravidae;Yes;None;NA;Quercylurus;major;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Odobeninae;Yes except for freefloating species;Aivukus;cedrosensis;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Archaeodobenus;akamatsui;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Brachyallodesmus;packardi;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Dusignathinae;Yes except for freefloating species;Dusignathus;santacruzensis;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Dusignathinae;Yes except for freefloating species;Dusignathus;seftoni;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Dusignathinae;Yes except for freefloating species;Gomphotaria;pugnax;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Imagotaria;downsi;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Kamtschatarctos;sinelnikovae;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Neotherium;mirum;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Odobeninae;Yes except for freefloating species;Odobenus;mandanoensis;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Odobeninae;Yes except for freefloating species;Odobenus;rosmarus;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Odobeninae;Yes except for freefloating species;Ontocetus;emmonsi;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Pelagiarctos;thomasi;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Odobeninae;Yes except for freefloating species;Pliopedia;pacifica;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Pontolis;magnus;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Proneotherium;repenningi;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Odobeninae;Yes except for freefloating species;Protodobenus;japonicus;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Prototaria;planicephala;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Prototaria;primigena;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Basal to subfamilies;NA;Pseudotaria;muramotoi;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Odobeninae;Yes except for freefloating species;Valenictus;chulavistensis;Yes
Caniformia ;Pinnepedia;Odobenidae;Yes except for freefloating species;Odobeninae;Yes except for freefloating species;Valenictus;imperialensis;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Arctocephalus;australis;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Arctocephalus;forsteri;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Arctocephalus;galapagoensis;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Arctocephalus;gazella;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Arctocephalus;philippii;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Arctocephalus;pusillus;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Arctocephalus;townsendi;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Arctocephalus;tropicalis;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Callorhinus;gilmorei;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Callorhinus;ursinus;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Eotaria;crypta;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Eumetopias;jubatus;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Eumetopias;kishidai;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Eumetopias;ojiyaensis;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Hydrarctos;lomasiensis;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Neophoca;cinerea;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Neophoca;palatina;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Oriensarctos;watasei;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Otaria;byronia;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Phocarctos;hookeri;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Pithanotaria;starri;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Proterozetes;ulysses;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Thalassoleon;inouei;No
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Thalassoleon;macnallyae;No
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Thalassoleon;mexicanus;No
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Zalophus;californianus;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Zalophus;japonicus;Yes
Caniformia ;Pinnepedia;Otariidae;Yes except for freefloating species;None;NA;Zalophus;wollebaeki;Yes
Caniformia;None;Outside extant families;NA;None;NA;Lycophocyon;hutchisoni;Yes
Feliformia;None;Outside extant families;NA;None;NA;Palaeogale;dorothiae;Yes
Feliformia;None;Outside extant families;NA;None;NA;Palaeogale;hyaenoides;Yes
Feliformia;None;Outside extant families;NA;None;NA;Palaeogale;minuta_Eurasia;Yes
Feliformia;None;Outside extant families;NA;None;NA;Palaeogale;minuta_NorthAmerica;Yes
Feliformia;None;Outside extant families;NA;None;NA;Palaeogale;praehyaenoides;Yes
Feliformia;None;Outside extant families;NA;None;NA;Palaeogale;sanguinarius;Yes
Feliformia;None;Outside extant families;NA;None;NA;Palaeogale;sectoria_Eurasia;Yes
Feliformia;None;Outside extant families;NA;None;NA;Palaeogale;sectoria_NorthAmerica;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Ambloctonus;hyaenoides;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Ambloctonus;major;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Ambloctonus;priscus;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Ambloctonus;sinosus;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Machaeroidinae;Yes;Apataelurus;kayi;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Dipsalidictis;aequidens;No
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Dipsalidictis;krausei;No
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Dipsalidictis;platypus;No
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Dipsalidictis;transiens;No
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Dipsalodon;churchillorum;No
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Dipsalodon;matthewi;No
Outside Carnivora;NA;Oxyaenidae;Yes;Machaeroidinae;Yes;Machaeroides;eothen;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Machaeroidinae;Yes;Machaeroides;simpsoni;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Malfelis;badwaterensis;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Oxyaena;forcipata;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Oxyaena;gulo;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Oxyaena;intermedia;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Oxyaena;lupina;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Oxyaena;pardalis;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Oxyaena;simpsoni;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Oxyaena;woutersi;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Palaeonictis;gigantea;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Palaeonictis;occidentalis;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Palaeonictis;peloria;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Palaeonictinae;Yes;Palaeonictis;wingi;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Patriofelis;ferox;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Patriofelis;ulta;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Protopsalis;tigrinus;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Oxyanninae;Yes;Sarkastodon;mongoliensis;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Tytthaeninae;Yes;Tytthaena;lichna;Yes
Outside Carnivora;NA;Oxyaenidae;Yes;Tytthaeninae;Yes;Tytthaena;parrisi;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Dinocrocuta;algeriensis;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Dinocrocuta;gigantea;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Dinocrocuta;robusta;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Dinocrocuta;salonicae;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Dinocrocuta;senyureki;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Percrocuta;abessalomi;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Percrocuta;carnifex;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Percrocuta;leakeyi;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Percrocuta;miocenica;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Percrocuta;tobieni;Yes
Feliformia;None ;Percrocutidae;Yes;None;NA;Percrocuta;tungurensis;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Acrophoca;longirostris;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Afrophoca;libyca;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Australophoca;changorum;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Batavipusa;neerlandica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Unplaced;"Yes (except speces listed as ""Unplaced"")";Cryptophoca;maeotica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Cystophora;cristata;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Devinophocinae;"Yes (except speces listed as ""Unplaced"")";Devinophoca;claytoni;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Devinophocinae;"Yes (except speces listed as ""Unplaced"")";Devinophoca;emryi;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Erignathus;barbatus;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Gryphoca;nordica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Gryphoca;similis;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Hadrokirus;martini;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Halichoerus;grypus;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Histriophoca;fasciata;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Homiphoca;capensis;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Hydrurga;leptonyx;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Kawas;benegasorum;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Leptonychotes;weddellii;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Leptophoca;amphiatlantica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Leptophoca;lenis;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Lobodon;carcinophaga;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Messiphoca;mauretanica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Unplaced;"Yes (except speces listed as ""Unplaced"")";Miophoca;vetusta;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Mirounga;angustirostris;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Mirounga;leonina;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Monachopsis;pontica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Monachus;monachus;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Monotherium;gaudini;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Monotherium;wymani;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Neomonachus;schauinslandi;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Neomonachus;tropicalis;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Ommatophoca;rossii;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Pachyphoca;chapskii;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Pachyphoca;ukrainica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Pagophilus;groenlandicus;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Palmidophoca;callirhoe;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Palmidophoca;chrysar;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Phoca;bessarabica;Fossil species not constrained to fall within the genus
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Phoca;largha;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Phoca;moori;Fossil species not constrained to fall within the genus
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Phoca;novorossica;Fossil species not constrained to fall within the genus
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Phoca;vitulina;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Phoca;vitulinoides;Fossil species not constrained to fall within the genus
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Phocanella;couffoni;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Phocanella;pumila;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Piscophoca;pacifica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Platyphoca;danica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Platyphoca;vulgaris;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Pliophoca;etrusca;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Pontophoca;jutlandica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Monarchinae;"Yes (except speces listed as ""Unplaced"")";Pontophoca;sarmatica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Praepusa;boeska;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Praepusa;magyaricus;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Praepusa;pannonica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Praepusa;vindobonensis;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Pusa;caspica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Pusa;hispida;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Pusa;sibirica;Yes
Caniformia ;Pinnepedia;Phocidae;Yes except for freefloating species;Phocinae;"Yes (except speces listed as ""Unplaced"")";Sarmatonectes;sintsovi;Yes
Feliformia;None;Prionodontidae;Yes;None;NA;Prionodon;linsang;Yes
Feliformia;None;Prionodontidae;Yes;None;NA;Prionodon;pardicolor;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Acheronictis;webbi;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Amphinasua;brevirostris;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Amphinasua;groeberi;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Amphinasua;lutaria;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Amphinasua;pascuali;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Arctonasua;eurybates;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Arctonasua;floridana;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Arctonasua;fricki;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Arctonasua;gracilis;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Arctonasua;minima;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassaricyon;alleni;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassaricyon;gabbii;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassaricyon;medius;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassaricyon;neblina;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassaricyonoides;phyllismillerae;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassaricyonoides;stewartae;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassariscus;antiquus;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassariscus;astutus;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassariscus;casei;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassariscus;minimus;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassariscus;ogallalae;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassariscus;parvus;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Bassariscus;sumichrasti;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Broiliana;dehmi;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Broiliana;nobilis;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Chapalmalania;alteafrontis;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Chapalmalania;ortognatha;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Cyonasua;argentina;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Edaphocyon;lautus;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Edaphocyon;palmeri;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Edaphocyon;pointblankensis;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Nasua;narica;Nasuella potentially nested within genus
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Nasua;nasua;Nasuella potentially nested within genus
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Nasua;pronarica;Nasuella potentially nested within genus
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Nasuella;meridensis;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Nasuella;olivacea;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Paranasua;biradica;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Parapotos;tedfordi;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;dieupentalensis;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;genetoides;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;humilidens;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;julieni;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;laugnacensis;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;mayri;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;milloquensis;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;palustris;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Plesictis;stenoplesictoides;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Potos;flavus;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Probassariscus;matthewi;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Procyon;cancrivorus;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Procyon;lotor;Yes
Caniformia;Musteloidea;Procyonidae;Yes except unplaced species in superfamily;None;NA;Procyon;pygmaeus;Yes
