occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,motility_basis,life_habit,life_habit_basis,vision,vision_basis,diet,diet_basis,reproduction,reproduction_basis,ontogeny,ontogeny_basis,ecospace_comments,composition,architecture,thickness,reinforcement,taphonomy_basis,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso,image_no,formation,stratgroup,member,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,time_bins,time_contain,time_major,time_buffer,time_overlap,research_group,primary_reference,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified
178030,occ,,,16919,Canidae,,family,41189,Chadronian,,37,33.9,Storer,1996,3318,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,,,,,-109.883331,49.566666,,Calf Creek,,"SMNH Locality 6; SMNH 72F10-0001; ROM V-37-44; NMC Localities 115 and 117; Bone Coulee; ""Cypress Hills"" in part; Hunter Quarry",CA,Saskatchewan,,based on nearby landmark,minutes,outcrop,16 km NW of Eastend and apparently north of Fort Walsh (basis of coordinate),gplates,101,mid,-91.37,55.94,scotese,101,mid,-100.53,51.27,seton,101,mid,-98.95,50.18,CA,,Cypress Hills,,,,,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,NMC,,2900 specimens,,,,,"unquestioned Chadronian localities include 72F10-0001 (Calf Creek Screening Locality)<br>""Mesohippus stenolophus"" of Russell 1975 is from  Hemingfordian localities: Storer and Bryant 1993<br><br>""Mesohippus assiniboiensis"" of Russell 1975 is from Whitneyan localities: Storer and Bryant 1993<br>""Trigonias cf. yoderensis"" of Kihm 1987 includes T. sp. C;  however, the latter belongs to Penetrigonias sagittatus;  see Hanson 1989<br><br>""Chadrolagus sp."" is not present: see Storer 1981b",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,life habit and diet based on Nowak 1999,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,,,,Canidae,,,,indet.,,378,Cypress Hills,,,,not reported,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,"J. E. Storer. 1996. Eocene-Oligocene faunas of the Cypress Hills Formation, Saskatchewan.  In D. R. Prothero and R. J. Emry (eds.), The Terrestrial Eocene-Oligocene Transition in North America",4,4,4,J. Alroy,J. Alroy,J. Alroy,5/15/02 0:00,1/5/11 2:58
178086,occ,,,16920,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Van Houten,1964,3479,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-108.199997,43.200001,,Cameron Spring,,Locality 19; Cameron Springs,US,Wyoming,Fremont,based on political unit,1,small collection,,gplates,101,mid,-91.42,49.47,scotese,101,mid,-99.57,44.83,seton,101,mid,-98.37,43.72,US,,White River,,,,,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,general faunal/floral,,,,,,,,,well to the east of the main Beaver Divide field area<br>fauna originally described by Hough 1956,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Pseudocynodictis,,,,paterculus,cf.,471,White River,,,,not reported,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,"F. B. Van Houten. 1964. Tertiary geology of the Beaver Rim area, Fremont and Natrona Counties, Wyoming. United States Geological Survey Bulletin 1164:1-99",4,4,561,J. Alroy,J. Alroy,J. Marcot,5/15/02 0:00,12/1/23 23:57
178117,occ,3480,,16924,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,1,specimens,-112.099998,46.599998,,Canyon Ferry Reservoir 24LC16,,,US,Montana,Lewis and Clark,based on political unit,1,small collection,1 mi N of Canyon Ferry,gplates,127,mid,-94.83,53.3,scotese,124,mid,-103.2,48.44,seton,160,mid,-101.73,47.42,US,,,,,,,CFRes,1,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,34 specimens,,,,,even split of specimens possibly from 24BW18 yields estimated NISP of 34,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,gregarius,,471,,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
178127,occ,3486,,16925,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,1,specimens,-111.300003,46.099998,,Canyon Ferry Reservoir 24BW18,,,US,Montana,Broadwater,based on political unit,1,small collection,1.25 mi SW of S end of Lake Sewell,gplates,101,mid,-94.07,52.71,scotese,101,mid,-102.43,47.89,seton,199,mid,-101.01,46.85,US,,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,22 specimens,,,,,"NOT in measured section<br>even split of specimens possibly from 24LC16 yields estimated NISP of 22<br>""Leptomeryx evansi"" is from the ""upper levels"" at this loc.;  NISP 2",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,gregarius,,471,,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
178134,occ,,,16927,Hesperocyon,,genus,41217,Chadronian,,37,33.9,Mader and Alexander,1995,2398,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-104.400002,45.799999,,Capitol Rock (Upper),,,US,Montana,Carter,based on political unit,1,,,gplates,101,mid,-86.48,51.54,scotese,101,mid,-95.38,47.2,seton,101,mid,-94.15,45.99,US,,,,,,,Captl,2,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,sp.,,471,,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,"B. J. Mader and J. P. Alexander. 1995. Megacerops kuwagatarhinus n. sp., an Unusual Brontothere (Mammalia, Perissodactyla) with Distally Forked Horns. Journal of Paleontology 69(3):581-587",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
178144,occ,,,16928,Hesperocyon,,genus,41217,Middle Chadronian,,37,33.9,Storer,1996,3318,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-109,49.799999,,Carnagh,,,CA,Saskatchewan,,based on nearby landmark,1,,Eastend area,gplates,101,mid,-90.29,56.06,scotese,101,mid,-99.58,51.45,seton,101,mid,-98.02,50.34,CA,,Cypress Hills,,,,,,,,,,,,,said to be middle Chadronian,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,includes material from Horse Locality,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,sp.,,471,Cypress Hills,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,"J. E. Storer. 1996. Eocene-Oligocene faunas of the Cypress Hills Formation, Saskatchewan.  In D. R. Prothero and R. J. Emry (eds.), The Terrestrial Eocene-Oligocene Transition in North America",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
178172,occ,3497,,16929,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-103.800003,42.400002,,Chadron in Place,,,US,Nebraska,Sioux,based on political unit,1,,S of Orella,gplates,101,mid,-86.81,48.11,scotese,101,mid,-95.16,43.78,seton,101,mid,-94.1,42.57,US,,,,,,,PineR,1,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,below the lower purple-white layer,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,gregarius,,471,,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
178201,occ,3507,,16930,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Wang,1994,6226,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-103.400002,42.799999,,Chadronia Pocket,,,US,Nebraska,Dawes,stated in text,minutes,outcrop,"""a small badland area... N.W. 1/4, N.E. 1/4, N.W. 1/4, Sect. 36, T. 33 N., R. 52 W."" (Wood 1969)",gplates,101,mid,-86.26,48.45,scotese,101,mid,-94.71,44.15,seton,101,mid,-93.64,42.93,US,FED,Chadron,,Big Cottonwood Creek,group of beds,,PineR,1,,bottom to top,,,,,"member assignment based on LaGarry pers. commun. 19 May 2005\nfrom ""a section a few feet thick... well down in the local section of the Chadron"" (Wood 1969)","""grey-green... clay-silt"" that includes some solid blocks but is also screenable in part (Cook 1954)",siltstone,,poorly lithified,argillaceous,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,general faunal/floral,"bulk,surface (in situ),sieve","AMNH,UCMP",,3000 specimens,,"H. J. Cook, M. C. Cook",,,"rodents and lagomorphs described by Wood 1969<br>NOT the same as Chadron Anthill, which is in Sioux Co.<br>""has Orellan species that have been mixed from overlying strata"": Korth 1989a; this probably refers to the three records noted below<br>NW 1/4 sec 36 T33N R52W, i.e., 7 - 8 mi N of Crawford<br>includes ""9 miles north of Crawford"" collection of Cook 1934: Patton and Taylor 1934<br>""Palaeolagus haydeni"" is argued to be reworked; probably  includes ""Protolagus cf. affinis"" of Cook 1934<br><br>""Adjidaumo minutus"" is a composite of more than one species  probably including some Orellan material: Korth 1989a<br><br>""Eumys cf. elegans"" is argued to be reworked",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,gregarius,,471,Chadron,,Big Cottonwood Creek,"""grey-green... clay-silt"" that includes some solid blocks but is also screenable in part (Cook 1954)",siltstone,,poorly lithified,argillaceous,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
178232,occ,,,16932,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Wang,1994,6226,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-104.5,43,"""Chadronian""","Channel Quarry, southeast end of Seaman Hills",,,US,Wyoming,Niobrara,based on political unit,1,small collection,SE end of Seamen Hills,gplates,101,mid,-87.41,48.8,scotese,101,mid,-95.81,44.42,seton,101,mid,-94.7,43.22,US,,,,,,,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,macrofossils,,,,,,,,body,,,,,,,,,,,,,taxonomic,,,some genera,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,gregarius,,471,,,,,not reported,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207,4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
178292,occ,,,16940,Hesperocyon,,genus,41217,Chadronian,,37,33.9,Ostrander,1985,2716,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-103.800003,42.400002,,Dirty Creek Flats,,,US,Nebraska,Sioux,based on political unit,1,,,gplates,101,mid,-86.81,48.11,scotese,101,mid,-95.16,43.78,seton,101,mid,-94.1,42.57,US,,Chadron,,Peanut Peak,,,PineR,1,,bottom to top,,,,,member assignment based on LaGarry pers. commun. 19 May 2005,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,NE 1/4 sec 26 T33N R53W,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,sp.,,471,Chadron,,Peanut Peak,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,G. E. Ostrander. 1985. Correlation of the early Oligocene (Chadronian) in northwestern Nebraska. Dakoterra 2(2):205-231,4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
178320,occ,,,16941,Hesperocyon,,genus,41217,Chadronian,,37,33.9,Ostrander,1985,2716,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-103.800003,42.400002,,Dirty Creek Ridge,,,US,Nebraska,Sioux,based on political unit,1,,,gplates,101,mid,-86.81,48.11,scotese,101,mid,-95.16,43.78,seton,101,mid,-94.1,42.57,US,,Chadron,,Peanut Peak,,,PineR,1,,bottom to top,,,,,member assignment based on LaGarry pers. commun. 19 May 2005,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,SE 1/4 sec 23 T33N R53W,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,sp.,,471,Chadron,,Peanut Peak,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,G. E. Ostrander. 1985. Correlation of the early Oligocene (Chadronian) in northwestern Nebraska. Dakoterra 2(2):205-231,4,4,4,J. Alroy,J. Alroy,J. Alroy,5/15/02 0:00,11/17/10 22:08
178360,occ,,,16943,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Wang,1994,6226,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-105.199997,42.900002,"various localities 15, 20, and 25 ft above PWL and 35 ft below ""Black Ash"" = tuff 6a (?)",Douglas Area Basal Brule,,,US,Wyoming,Converse,based on political unit,1,,,gplates,101,mid,-88.2,48.79,scotese,101,mid,-96.54,44.36,seton,101,mid,-95.42,43.18,US,,Brule,,basal,,,WRGWY,9,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,"just below to c. 7 meters above tuff 5; Wang 1994 gives this ""last titanothere"" level as 25 ft, and tuff 5 is clearly his ""White Marker"" (a.k.a. ""White Tuff"" of Larson and Evanoff 1998)<br>dated at 33.91 +/- 0.1 Ma SCLF AA on biotite",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,gregarius,,471,Brule,,basal,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,X. Wang. 1994. Phylogenetic systematics of the Hesperocyoninae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 221:1-207,4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
178361,occ,3546,,16944,Hesperocyon,,genus,41217,Chadronian,,37,33.9,Clark and Guensburg,1972,1238,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-112.800003,46.400002,,Douglass Creek Locality 1,,,US,Montana,Powell,based on political unit,1,small collection,,gplates,127,mid,-95.68,53.19,scotese,124,mid,-103.94,48.27,seton,160,mid,-102.47,47.27,US,FED,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,sp.,,471,,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,J. Clark and T. E. Guensburg. 1972. Arctoid genetic characters as related to the genus Parictis. Fieldiana 26(1):1-71,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
178395,occ,,,16952,Hesperocyon,,genus,41217,Chadronian,,37,33.9,Love et al.,1976,2280,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-110.800003,43.900002,,Emerald Lake Site E,,,US,Wyoming,Teton,based on political unit,1,,,gplates,127,mid,-94.12,50.48,scotese,133,mid,-102.17,45.67,seton,199,mid,-100.87,44.63,US,NPS,,,,,,,,,,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,"dated at 35.8 (= 36.73) +/- 0.8 Ma: Emry et al. 1987<br>Emerald Lake, locality not stated: Poebrotherium sp. Honey et al. 1998",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,sp.,,471,,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,"J. D. Love, M. C. McKenna, and M. R. Dawson. 1976. Eocene, Oligocene, and Miocene rocks and vertebrate fossils at the Emerald Lake locality, 3 miles south of Yellowstone National Park, Wyoming. United States Geological Survey Professional Paper 932A:1-27",4,4,14,J. Alroy,J. Alroy,M. Carrano,5/15/02 0:00,1/21/21 13:41
178435,occ,,,16959,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Tabrum et al.,1996,3359,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-112,46,,Fence Pocket,,MV 6103,US,Montana,Jefferson,based on political unit,1,small collection,,gplates,127,mid,-94.89,52.7,scotese,133,mid,-103.16,47.83,seton,199,mid,-101.74,46.81,US,FED,Renova,,Climbing Arrow,,,JeffB,1,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,"0.5 mi SE of Main Pocket; apparently same horizon<br>""? Hyracodon sp."" is omitted by Tabrum et al. 2001",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,gregarius,,471,Renova,,Climbing Arrow,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,"A. R. Tabrum, D. R. Prothero, and D. Garcia. 1996. Magnetostratigraphy and biostratigraphy of the Eocene-Oligocene transition, southwestern Montana.  In D. R. Prothero and R. J. Emry (eds.), The Terrestrial Eocene-Oligocene Transition in North America",4,4,0,J. Alroy,J. Alroy,,5/15/02 0:00,5/15/02 2:00
178465,occ,3578,,16960,Hesperocyon,,genus,41217,Chadronian,,37,33.9,Alroy,2002,6294,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-107.099998,43.200001,,Flagstaff Rim I,,Dry Hole Quarry (21.3 m); Low Red Quarry (18.3 m),US,Wyoming,Natrona,based on political unit,1,,,gplates,101,mid,-90.2,49.33,scotese,101,mid,-98.45,44.77,seton,101,mid,-97.27,43.63,US,FED,White River,,,,,WRGWY,1,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,biostratigraphic,,,,,,,,,0-25 m,terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,sp.,,471,White River,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.,4,4,0,J. Alroy,J. Alroy,,6/3/02 0:35,6/3/02 2:35
178508,occ,10551,,16961,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Emry,1992,1442,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-107.099998,43.200001,"""ref 6294: not documented as H. gregarius by Wang 1994""",Flagstaff Rim II,,"Little Lone Tree Gulch; ""44 feet below Ash B"" = B Minus 44' Quarry",US,Wyoming,Natrona,based on political unit,1,outcrop,,gplates,101,mid,-90.2,49.33,scotese,101,mid,-98.45,44.77,seton,101,mid,-97.27,43.63,US,FED,White River,,,member,,WRGWY,2,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,"macrofossils,mesofossils",,,,,,,,body,,,,,,,,,,,,,taxonomic,"selective quarrying,field collection",,,,,,,,"25-54 m, below Ash B\nincludes Little Lone Tree Gulch assemblage of Emry 1979 from ""44 feet below Ash B"" = B Minus 44' Quarry\nfollowing species are listed in Emry 1979 but not in Emry pers. comm.: cf. ""Ictops"" acutidens (apparently = ""Frictops emryi"") Apternodus sp. - not altitalonidus Heliscomys sp. Palaeolagus sp.",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,paterculus,,471,White River,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,"R. J. Emry. 1992. Mammalian Range Zones in the Chadronian White River Formation at Flagstaff Rim, Wyoming.  In D. R. Prothero, W. A. Berggren (eds.), Eocene-Oligocene Climatic and Biotic Evolution. Princeton: Princeton University Press.",4,4,4,J. Alroy,J. Alroy,J. Alroy,3/23/04 14:40,3/23/04 17:01
178552,occ,,,16962,Hesperocyon gregarius,,species,44845,Chadronian,,37,33.9,Emry,1992,1442,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,,,,,-107.099998,43.200001,"specimens listed by Wang 1994 from ""in Ash D"" and 40 ft below Ash D",Flagstaff Rim III,,,US,Wyoming,Natrona,based on political unit,1,small collection,,gplates,101,mid,-90.2,49.33,scotese,101,mid,-98.45,44.77,seton,101,mid,-97.27,43.63,US,FED,White River,,,,,WRGWY,3,,bottom to top,,,,,,,,,,,,,,,,,terrestrial indet.,,,,,,,,,,,body,,,,,,,,,,,,,,,,,,,,,,"54-86 m, Ash B - Ash D",terrestrial,Eutheria,actively mobile,Osteichthyes,ground dwelling,Canidae,,,"carnivore, omnivore",Canidae,viviparous,Theria,,,,phosphatic,,,,Vertebrata,Chordata,33815,Mammalia,36651,Carnivora,36905,Canidae,41189,Hesperocyon,41217,,Hesperocyon,,,,paterculus,,471,White River,,,,,,,,,,,,,,Priabonian,Priabonian,Priabonian,Priabonian,Priabonian,vertebrate,"R. J. Emry. 1992. Mammalian Range Zones in the Chadronian White River Formation at Flagstaff Rim, Wyoming.  In D. R. Prothero, W. A. Berggren (eds.), Eocene-Oligocene Climatic and Biotic Evolution. Princeton: Princeton University Press.",4,4,561,J. Alroy,J. Alroy,J. Marcot,5/15/02 0:00,12/1/23 13:27
